host_id,host_status,score,match_id,match_date,guest_id,Season,goals_for,goals_against
399,Win,1:0 ,3592133,2021-11-30,873,2021,1,0 
399,equal,2:2 ,3592063,2021-12-05,1148,2021,2,2 
399,Lost,0:3 ,3592296,2022-03-10,405,2021,0,3 
399,equal,1:1 ,3592207,2022-04-02,180,2021,1,1 
399,equal,2:2 ,3583523,2021-08-21,29,2021,2,2 
399,Win,3:1 ,3592306,2022-01-02,1132,2021,3,1 
399,Win,1:0 ,3592005,2021-10-02,1010,2021,1,0 
399,Win,2:1 ,3592223,2022-03-13,1123,2021,2,1 
1132,Lost,0:2 ,3592167,2022-04-02,281,2021,0,2 
1132,Lost,0:1 ,3592162,2022-02-13,31,2021,0,1 
1132,Lost,0:4 ,3592142,2022-03-05,631,2021,0,4 
1132,Win,1:0 ,3592094,2022-02-23,148,2021,1,0 
1132,Lost,0:1 ,3591963,2021-09-18,11,2021,0,1 
1132,equal,1:1 ,3592180,2022-02-08,985,2021,1,1 
1132,equal,0:0 ,3592074,2021-12-12,379,2021,0,0 
1132,Lost,0:2 ,3592113,2022-03-01,1003,2021,0,2 
1132,Lost,1:2 ,3583477,2021-08-14,1237,2021,1,2 
1132,Win,1:0 ,3592204,2022-04-24,543,2021,1,0 
1132,Lost,1:2 ,3592195,2022-05-22,762,2021,1,2 
1132,equal,3:3 ,3592032,2021-11-20,873,2021,3,3 
1132,Win,3:1 ,3591972,2021-10-30,1148,2021,3,1 
1132,Lost,1:3 ,3592200,2022-05-07,405,2021,1,3 
1132,Win,2:0 ,3592168,2022-04-21,180,2021,2,0 
1132,Win,3:2 ,3592177,2022-04-06,29,2021,3,2 
1132,equal,1:1 ,3591993,2021-08-29,399,2021,1,1 
1132,equal,0:0 ,3592054,2022-02-05,1010,2021,0,0 
1132,equal,0:0 ,3592002,2021-10-02,1123,2021,0,0 
1010,Lost,1:3 ,3592068,2021-12-04,281,2021,1,3 
1010,Lost,0:5 ,3592020,2021-10-16,31,2021,0,5 
1010,Lost,1:2 ,3592135,2021-12-01,631,2021,1,2 
1010,Lost,0:1 ,3592310,2022-01-01,148,2021,0,1 
1010,Lost,2:3 ,3592149,2022-03-06,11,2021,2,3 
1010,Win,4:1 ,3592039,2021-11-20,985,2021,4,1 
1010,Lost,1:4 ,3592300,2021-12-28,379,2021,1,4 
1010,Lost,1:5 ,3592249,2022-05-15,1003,2021,1,5 
1010,Lost,0:2 ,3592266,2022-02-12,1237,2021,0,2 
1010,Lost,0:2 ,3592030,2021-09-11,543,2021,0,2 
1010,equal,1:1 ,3591990,2021-09-25,762,2021,1,1 
1010,Lost,1:4 ,3592088,2022-02-23,873,2021,1,4 
1010,Lost,1:2 ,3592267,2022-04-16,1148,2021,1,2 
1010,Win,3:2 ,3583485,2021-08-14,405,2021,3,2 
1010,Lost,0:1 ,3591979,2021-10-30,180,2021,0,1 
1010,equal,0:0 ,3592261,2022-05-11,29,2021,0,0 
1010,Lost,0:3 ,3592268,2022-04-09,399,2021,0,3 
1010,Lost,1:2 ,3592269,2022-04-30,1132,2021,1,2 
1010,Lost,0:3 ,3592130,2022-01-21,1123,2021,0,3 
1123,Lost,0:4 ,3592239,2022-02-12,281,2021,0,4 
1123,Lost,0:3 ,3583483,2021-08-14,31,2021,0,3 
1123,Lost,1:3 ,3592243,2022-03-10,631,2021,1,3 
1123,Lost,0:5 ,3592260,2022-05-22,148,2021,0,5 
1123,Lost,0:5 ,3592233,2021-12-26,11,2021,0,5 
1123,Lost,0:1 ,3592080,2021-12-11,985,2021,0,1 
1123,Lost,0:4 ,3592277,2022-05-08,379,2021,0,4 
1123,Lost,1:2 ,3591997,2021-08-28,1003,2021,1,2 
1123,equal,0:0 ,3592018,2021-10-16,1237,2021,0,0 
1123,equal,0:0 ,3592100,2021-11-27,543,2021,0,0 
1123,Lost,0:3 ,3592283,2022-04-23,762,2021,0,3 
1123,equal,1:1 ,3592196,2022-02-09,873,2021,1,1 
1123,Lost,1:3 ,3592147,2022-03-05,1148,2021,1,3 
1123,Lost,0:2 ,3592057,2021-12-14,405,2021,0,2 
1123,Win,2:1 ,3592037,2021-11-20,180,2021,2,1 
1123,Win,2:1 ,3592117,2022-01-15,29,2021,2,1 
1123,Lost,1:2 ,3591977,2021-10-31,399,2021,1,2 
1123,Win,2:0 ,3592238,2022-04-10,1132,2021,2,0 
1123,Lost,1:3 ,3591967,2021-09-18,1010,2021,1,3 
27,equal,1:1 ,3588156,2021-08-21,10,2021,1,1 
27,Win,3:1 ,3588607,2022-04-23,16,2021,3,1 
27,equal,1:1 ,3588508,2022-03-05,15,2021,1,1 
27,Win,3:2 ,3588454,2022-02-05,23826,2021,3,2 
27,Win,4:0 ,3588544,2022-03-19,89,2021,4,0 
27,Win,2:1 ,3588283,2021-11-06,60,2021,2,1 
27,Win,3:2 ,3588148,2021-08-22,3,2021,3,2 
27,Win,2:1 ,3588346,2021-12-11,39,2021,2,1 
27,Win,4:0 ,3588256,2021-10-23,533,2021,4,0 
27,Lost,1:2 ,3588400,2022-01-07,18,2021,1,2 
27,Lost,1:2 ,3588220,2021-10-03,24,2021,1,2 
27,Win,4:0 ,3588382,2021-12-17,82,2021,4,0 
27,Win,7:0 ,3588193,2021-09-18,80,2021,7,0 
27,Win,1:0 ,3588580,2022-04-09,167,2021,1,0 
27,equal,2:2 ,3588649,2022-05-08,79,2021,2,2 
27,Win,5:0 ,3588166,2021-08-28,44,2021,5,0 
27,Win,1:0 ,3588319,2021-11-27,10,2021,1,0 
27,Win,4:1 ,3588481,2022-02-20,65,2021,4,1 
16,Lost,2:3 ,3588337,2021-12-04,27,2021,2,3 
16,Lost,2:5 ,3588455,2022-02-06,15,2021,2,5 
16,Lost,1:4 ,3588562,2022-04-02,23826,2021,1,4 
16,Win,4:2 ,3588194,2021-09-19,89,2021,4,2 
16,Win,5:1 ,3588418,2022-01-14,60,2021,5,1 
16,Win,2:0 ,3588274,2021-10-30,3,2021,2,0 
16,Win,3:1 ,3588238,2021-10-16,39,2021,3,1 
16,Win,3:2 ,3588167,2021-08-27,533,2021,3,2 
16,Win,6:0 ,3588482,2022-02-20,18,2021,6,0 
16,Win,5:2 ,3588140,2021-08-14,24,2021,5,2 
16,Win,6:1 ,3588589,2022-04-16,82,2021,6,1 
16,Lost,3:4 ,3588625,2022-04-30,80,2021,3,4 
16,Win,2:1 ,3588222,2021-10-02,167,2021,2,1 
16,Win,2:1 ,3588301,2021-11-20,79,2021,2,1 
16,Win,2:1 ,3588667,2022-05-14,44,2021,2,1 
16,Win,1:0 ,3588526,2022-03-13,10,2021,1,0 
16,Win,3:0 ,3588373,2021-12-15,65,2021,3,0 
15,Lost,1:5 ,3588240,2021-10-17,27,2021,1,5 
15,Lost,3:4 ,3588177,2021-09-11,16,2021,3,4 
15,Lost,0:1 ,3588590,2022-04-17,23826,2021,0,1 
15,equal,2:2 ,3588403,2022-01-08,89,2021,2,2 
15,Win,2:1 ,3588669,2022-05-14,60,2021,2,1 
15,Lost,0:1 ,3588528,2022-03-13,3,2021,0,1 
15,Win,1:0 ,3588213,2021-09-25,39,2021,1,0 
15,equal,2:2 ,3588375,2021-12-15,533,2021,2,2 
15,Win,4:0 ,3588151,2021-08-21,18,2021,4,0 
15,Win,2:0 ,3588626,2022-05-02,24,2021,2,0 
15,Lost,0:2 ,3588276,2021-10-30,82,2021,0,2 
15,Win,1:0 ,3588302,2021-11-20,80,2021,1,0 
15,Win,5:1 ,3588438,2022-01-22,167,2021,5,1 
15,Win,4:2 ,3588465,2022-02-12,79,2021,4,2 
15,Win,2:1 ,3588564,2022-04-02,44,2021,2,1 
15,Win,3:0 ,3588491,2022-02-26,10,2021,3,0 
15,Win,7:1 ,3588338,2021-12-04,65,2021,7,1 
23826,Lost,1:4 ,3588175,2021-09-11,27,2021,1,4 
23826,Win,2:1 ,3588284,2021-11-06,16,2021,2,1 
23826,Lost,1:3 ,3588320,2021-11-28,15,2021,1,3 
23826,Lost,1:2 ,3588608,2022-04-23,89,2021,1,2 
23826,equal,1:1 ,3588509,2022-03-05,60,2021,1,1 
23826,Win,3:1 ,3588463,2022-02-11,3,2021,3,1 
23826,Win,4:1 ,3588401,2022-01-08,39,2021,4,1 
23826,Win,3:0 ,3588581,2022-04-10,533,2021,3,0 
23826,Win,4:1 ,3588347,2021-12-11,18,2021,4,1 
23826,equal,0:0 ,3588545,2022-03-20,24,2021,0,0 
23826,Win,2:0 ,3588436,2022-01-23,82,2021,2,0 
23826,Win,3:0 ,3588221,2021-10-02,80,2021,3,0 
23826,Win,4:0 ,3588650,2022-05-08,167,2021,4,0 
23826,Win,4:0 ,3588149,2021-08-20,79,2021,4,0 
23826,Win,6:0 ,3588211,2021-09-25,44,2021,6,0 
23826,Lost,0:2 ,3588383,2021-12-18,10,2021,0,2 
23826,Win,4:1 ,3588257,2021-10-23,65,2021,4,1 
89,Lost,2:5 ,3588277,2021-10-30,27,2021,2,5 
89,Lost,0:3 ,3588466,2022-02-13,16,2021,0,3 
89,equal,1:1 ,3588142,2021-08-14,15,2021,1,1 
89,Win,2:1 ,3588339,2021-12-03,23826,2021,2,1 
89,equal,0:0 ,3588376,2021-12-15,60,2021,0,0 
89,Win,1:0 ,3588565,2022-04-01,3,2021,1,0 
89,Win,3:1 ,3588492,2022-02-26,39,2021,3,1 
89,Win,2:1 ,3588420,2022-01-15,533,2021,2,1 
89,Win,2:1 ,3588169,2021-08-29,18,2021,2,1 
89,Win,2:0 ,3588591,2022-04-17,24,2021,2,0 
89,Win,2:0 ,3588241,2021-10-16,82,2021,2,0 
89,Win,3:2 ,3588670,2022-05-14,80,2021,3,2 
89,equal,0:0 ,3588178,2021-09-11,167,2021,0,0 
89,equal,1:1 ,3588529,2022-03-12,79,2021,1,1 
89,Win,2:0 ,3588303,2021-11-20,44,2021,2,0 
89,Win,1:0 ,3588214,2021-09-25,10,2021,1,0 
89,equal,1:1 ,3588627,2022-04-29,65,2021,1,1 
60,Lost,1:4 ,3588567,2022-04-02,27,2021,1,4 
60,Win,2:1 ,3588152,2021-08-21,16,2021,2,1 
60,Win,2:1 ,3588385,2021-12-19,15,2021,2,1 
60,equal,1:1 ,3588243,2021-10-16,23826,2021,1,1 
60,Lost,1:4 ,3588652,2022-05-07,89,2021,1,4 
60,equal,1:1 ,3588180,2021-09-11,3,2021,1,1 
60,equal,1:1 ,3588468,2022-02-12,39,2021,1,1 
60,Lost,1:2 ,3588350,2021-12-11,533,2021,1,2 
60,equal,3:3 ,3588611,2022-04-23,18,2021,3,3 
60,Lost,0:2 ,3588305,2021-11-21,24,2021,0,2 
60,Win,3:2 ,3588531,2022-03-12,82,2021,3,2 
60,Win,3:0 ,3588593,2022-04-16,80,2021,3,0 
60,Win,3:0 ,3588216,2021-09-26,167,2021,3,0 
60,Win,2:0 ,3588440,2022-01-22,79,2021,2,0 
60,Win,3:0 ,3588494,2022-02-26,44,2021,3,0 
60,equal,2:2 ,3588404,2022-01-08,10,2021,2,2 
60,Win,3:1 ,3588279,2021-10-30,65,2021,3,1 
3,Lost,0:4 ,3588426,2022-01-15,27,2021,0,4 
3,equal,1:1 ,3588550,2022-03-20,16,2021,1,1 
3,equal,2:2 ,3588263,2021-10-24,15,2021,2,2 
3,equal,1:1 ,3588201,2021-09-18,23826,2021,1,1 
3,equal,2:2 ,3588289,2021-11-07,89,2021,2,2 
3,Win,1:0 ,3588462,2022-02-05,60,2021,1,0 
3,Win,3:2 ,3588586,2022-04-09,39,2021,3,2 
3,Lost,0:1 ,3588515,2022-03-06,533,2021,0,1 
3,Win,4:1 ,3588325,2021-11-27,18,2021,4,1 
3,Win,1:0 ,3588489,2022-02-19,24,2021,1,0 
3,Lost,0:1 ,3588655,2022-05-07,82,2021,0,1 
3,Win,2:1 ,3588174,2021-08-28,80,2021,2,1 
3,Lost,0:2 ,3588352,2021-12-10,167,2021,0,2 
3,Win,1:0 ,3588388,2021-12-19,79,2021,1,0 
3,Win,3:1 ,3588147,2021-08-15,44,2021,3,1 
3,Win,3:1 ,3588613,2022-04-23,10,2021,3,1 
3,Win,3:1 ,3588228,2021-10-01,65,2021,3,1 
39,Win,3:1 ,3588631,2022-04-30,27,2021,3,1 
39,Lost,0:1 ,3588512,2022-03-16,16,2021,0,1 
39,Win,3:2 ,3588485,2022-02-18,15,2021,3,2 
39,Win,1:0 ,3588144,2021-08-15,23826,2021,1,0 
39,Lost,1:2 ,3588225,2021-10-03,89,2021,1,2 
39,equal,0:0 ,3588197,2021-09-18,60,2021,0,0 
39,equal,1:1 ,3588307,2021-11-21,3,2021,1,1 
39,Win,2:0 ,3588458,2022-02-05,533,2021,2,0 
39,equal,1:1 ,3588287,2021-11-05,18,2021,1,1 
39,equal,2:2 ,3588673,2022-05-14,24,2021,2,2 
39,Win,3:0 ,3588343,2021-12-04,82,2021,3,0 
39,Win,1:0 ,3588423,2022-01-15,80,2021,1,0 
39,Win,4:1 ,3588260,2021-10-22,167,2021,4,1 
39,equal,0:0 ,3588595,2022-04-16,79,2021,0,0 
39,Win,4:0 ,3588379,2021-12-14,44,2021,4,0 
39,Win,4:0 ,3588548,2022-03-19,10,2021,4,0 
39,Win,3:0 ,3588171,2021-08-28,65,2021,3,0 
533,equal,1:1 ,3588532,2022-03-12,27,2021,1,1 
533,Lost,2:3 ,3588441,2022-01-22,16,2021,2,3 
533,Lost,2:4 ,3588653,2022-05-07,15,2021,2,4 
533,Win,2:0 ,3588306,2021-11-20,23826,2021,2,0 
533,equal,2:2 ,3588153,2021-08-22,89,2021,2,2 
533,Lost,3:4 ,3588630,2022-04-30,60,2021,3,4 
533,Win,5:0 ,3588244,2021-10-15,3,2021,5,0 
533,Lost,0:2 ,3588181,2021-09-11,39,2021,0,2 
533,equal,1:1 ,3588386,2021-12-18,18,2021,1,1 
533,Win,3:2 ,3588342,2021-12-04,24,2021,3,2 
533,Win,3:1 ,3588217,2021-09-25,82,2021,3,1 
533,Lost,1:2 ,3588568,2022-04-02,80,2021,1,2 
533,Win,3:1 ,3588405,2022-01-08,167,2021,3,1 
533,Win,2:1 ,3588495,2022-02-25,79,2021,2,1 
533,Win,2:0 ,3588280,2021-10-29,44,2021,2,0 
533,Win,2:0 ,3588469,2022-02-13,10,2021,2,0 
533,equal,0:0 ,3588594,2022-04-17,65,2021,0,0 
18,equal,1:1 ,3588139,2021-08-13,27,2021,1,1 
18,Win,1:0 ,3588215,2021-09-25,16,2021,1,0 
18,Lost,1:2 ,3588421,2022-01-15,15,2021,1,2 
18,Win,3:1 ,3588628,2022-05-02,23826,2021,3,1 
18,Lost,1:2 ,3588439,2022-01-22,89,2021,1,2 
18,Lost,0:6 ,3588340,2021-12-05,60,2021,0,6 
18,Lost,1:3 ,3588592,2022-04-16,3,2021,1,3 
18,equal,1:1 ,3588566,2022-04-03,39,2021,1,1 
18,Win,5:1 ,3588671,2022-05-14,533,2021,5,1 
18,Lost,2:3 ,3588377,2021-12-15,24,2021,2,3 
18,equal,2:2 ,3588493,2022-02-26,82,2021,2,2 
18,Win,2:1 ,3588278,2021-10-31,80,2021,2,1 
18,Win,3:2 ,3588467,2022-02-12,167,2021,3,2 
18,equal,1:1 ,3588242,2021-10-16,79,2021,1,1 
18,Win,2:0 ,3588530,2022-03-12,44,2021,2,0 
18,Win,3:1 ,3588179,2021-09-12,10,2021,3,1 
18,Win,4:0 ,3588304,2021-11-20,65,2021,4,0 
24,Lost,0:1 ,3588490,2022-02-26,27,2021,0,1 
24,Lost,2:3 ,3588402,2022-01-08,16,2021,2,3 
24,Win,5:2 ,3588349,2021-12-12,15,2021,5,2 
24,equal,1:1 ,3588275,2021-10-30,23826,2021,1,1 
24,Win,2:1 ,3588322,2021-11-28,89,2021,2,1 
24,Lost,1:2 ,3588583,2022-04-10,60,2021,1,2 
24,equal,1:1 ,3588212,2021-09-25,3,2021,1,1 
24,Win,1:0 ,3588384,2021-12-18,39,2021,1,0 
24,equal,2:2 ,3588610,2022-04-23,533,2021,2,2 
24,equal,1:1 ,3588651,2022-05-08,18,2021,1,1 
24,Lost,0:2 ,3588464,2022-02-12,82,2021,0,2 
24,Win,2:1 ,3588527,2022-03-13,80,2021,2,1 
24,equal,0:0 ,3588150,2021-08-21,167,2021,0,0 
24,equal,1:1 ,3588176,2021-09-12,79,2021,1,1 
24,Lost,1:2 ,3588239,2021-10-16,44,2021,1,2 
24,Lost,0:2 ,3588437,2022-01-21,10,2021,0,2 
24,equal,0:0 ,3588563,2022-04-02,65,2021,0,0 
82,equal,2:2 ,3588668,2022-05-14,27,2021,2,2 
82,Lost,1:3 ,3588321,2021-11-27,16,2021,1,3 
82,Lost,0:2 ,3588546,2022-03-20,15,2021,0,2 
82,Win,1:0 ,3588168,2021-08-29,23826,2021,1,0 
82,Win,1:0 ,3588510,2022-03-05,89,2021,1,0 
82,Lost,0:2 ,3588258,2021-10-23,60,2021,0,2 
82,Lost,2:3 ,3588374,2021-12-14,3,2021,2,3 
82,Win,5:0 ,3588609,2022-04-22,39,2021,5,0 
82,Lost,1:2 ,3588483,2022-02-19,533,2021,1,2 
82,Lost,1:3 ,3588223,2021-10-02,18,2021,1,3 
82,equal,1:1 ,3588195,2021-09-19,24,2021,1,1 
82,Win,1:0 ,3588141,2021-08-14,80,2021,1,0 
82,Win,1:0 ,3588285,2021-11-06,167,2021,1,0 
82,Lost,0:2 ,3588348,2021-12-11,79,2021,0,2 
82,equal,0:0 ,3588419,2022-01-15,44,2021,0,0 
82,Win,4:0 ,3588582,2022-04-09,10,2021,4,0 
82,Win,4:1 ,3588456,2022-02-06,65,2021,4,1 
80,Win,4:2 ,3588470,2022-02-12,27,2021,4,2 
80,equal,1:1 ,3588353,2021-12-11,16,2021,1,1 
80,equal,0:0 ,3588587,2022-04-10,15,2021,0,0 
80,Lost,0:1 ,3588497,2022-02-27,23826,2021,0,1 
80,Lost,0:1 ,3588389,2021-12-18,89,2021,0,1 
80,Win,2:1 ,3588326,2021-11-27,60,2021,2,1 
80,equal,2:2 ,3588443,2022-01-22,3,2021,2,2 
80,Win,2:0 ,3588155,2021-08-21,39,2021,2,0 
80,Win,2:0 ,3588290,2021-11-06,533,2021,2,0 
80,Lost,0:2 ,3588551,2022-03-18,18,2021,0,2 
80,Win,2:0 ,3588264,2021-10-24,24,2021,2,0 
80,Win,1:0 ,3588407,2022-01-09,82,2021,1,0 
80,Lost,0:2 ,3588614,2022-04-24,167,2021,0,2 
80,equal,0:0 ,3588218,2021-09-26,79,2021,0,0 
80,Lost,1:3 ,3588182,2021-09-12,44,2021,1,3 
80,Win,2:1 ,3588656,2022-05-06,10,2021,2,1 
80,Win,2:1 ,3588516,2022-03-05,65,2021,2,1 
167,Win,2:1 ,3588308,2021-11-19,27,2021,2,1 
167,equal,1:1 ,3588496,2022-02-27,16,2021,1,1 
167,Lost,1:4 ,3588172,2021-08-28,15,2021,1,4 
167,equal,1:1 ,3588380,2021-12-15,23826,2021,1,1 
167,Win,2:0 ,3588459,2022-02-05,89,2021,2,0 
167,Lost,1:2 ,3588486,2022-02-19,60,2021,1,2 
167,Lost,1:4 ,3588632,2022-04-30,3,2021,1,4 
167,Win,2:1 ,3588533,2022-04-06,39,2021,2,1 
167,Lost,0:4 ,3588145,2021-08-14,533,2021,0,4 
167,Win,1:0 ,3588198,2021-09-18,18,2021,1,0 
167,equal,1:1 ,3588424,2022-01-16,24,2021,1,1 
167,Win,3:0 ,3588569,2022-04-03,82,2021,3,0 
167,Lost,2:3 ,3588344,2021-12-04,80,2021,2,3 
167,Win,4:1 ,3588281,2021-10-31,79,2021,4,1 
167,Lost,0:1 ,3588596,2022-04-16,44,2021,0,1 
167,equal,1:1 ,3588245,2021-10-17,10,2021,1,1 
167,Win,2:1 ,3588674,2022-05-14,65,2021,2,1 
79,Lost,0:5 ,3588378,2021-12-14,27,2021,0,5 
79,Lost,0:2 ,3588584,2022-04-08,16,2021,0,2 
79,Lost,1:3 ,3588196,2021-09-19,15,2021,1,3 
79,Lost,0:2 ,3588422,2022-01-15,23826,2021,0,2 
79,equal,1:1 ,3588259,2021-10-24,89,2021,1,1 
79,Lost,2:3 ,3588170,2021-08-28,60,2021,2,3 
79,Win,2:1 ,3588672,2022-05-14,3,2021,2,1 
79,Win,2:1 ,3588323,2021-11-26,39,2021,2,1 
79,Win,3:1 ,3588224,2021-10-02,533,2021,3,1 
79,Win,3:2 ,3588511,2022-03-05,18,2021,3,2 
79,Lost,2:3 ,3588457,2022-02-05,24,2021,2,3 
79,equal,1:1 ,3588629,2022-04-30,82,2021,1,1 
79,equal,1:1 ,3588484,2022-02-19,80,2021,1,1 
79,Win,3:2 ,3588547,2022-03-19,167,2021,3,2 
79,equal,2:2 ,3588341,2021-12-05,44,2021,2,2 
79,Lost,0:1 ,3588286,2021-11-06,10,2021,0,1 
79,Win,5:1 ,3588143,2021-08-14,65,2021,5,1 
44,Lost,1:4 ,3588442,2022-01-23,27,2021,1,4 
44,Win,3:2 ,3588387,2021-12-18,16,2021,3,2 
44,equal,1:1 ,3588288,2021-11-07,15,2021,1,1 
44,Lost,1:6 ,3588487,2022-02-20,23826,2021,1,6 
44,Lost,1:4 ,3588585,2022-04-09,89,2021,1,4 
44,Lost,1:2 ,3588226,2021-10-02,60,2021,1,2 
44,Lost,1:3 ,3588406,2022-01-09,3,2021,1,3 
44,Lost,1:2 ,3588654,2022-05-07,39,2021,1,2 
44,Win,3:0 ,3588549,2022-03-19,533,2021,3,0 
44,Win,1:0 ,3588261,2021-10-23,18,2021,1,0 
44,Lost,1:4 ,3588513,2022-03-05,24,2021,1,4 
44,Lost,1:2 ,3588154,2021-08-21,82,2021,1,2 
44,equal,1:1 ,3588460,2022-02-04,80,2021,1,1 
44,equal,1:1 ,3588324,2021-11-27,167,2021,1,1 
44,Win,2:0 ,3588612,2022-04-24,79,2021,2,0 
44,Win,2:0 ,3588351,2021-12-11,10,2021,2,0 
44,Win,2:1 ,3588199,2021-09-17,65,2021,2,1 
10,Lost,0:3 ,3588597,2022-04-17,27,2021,0,3 
10,Lost,1:3 ,3588262,2021-10-23,16,2021,1,3 
10,Lost,0:4 ,3588227,2021-10-03,15,2021,0,4 
10,equal,1:1 ,3588675,2022-05-14,23826,2021,1,1 
10,Win,1:0 ,3588488,2022-02-19,89,2021,1,0 
10,equal,0:0 ,3588146,2021-08-14,60,2021,0,0 
10,equal,1:1 ,3588345,2021-12-04,3,2021,1,1 
10,Lost,1:2 ,3588282,2021-10-30,39,2021,1,2 
10,equal,0:0 ,3588200,2021-09-18,533,2021,0,0 
10,equal,1:1 ,3588461,2022-02-05,18,2021,1,1 
10,equal,1:1 ,3588173,2021-08-28,24,2021,1,1 
10,equal,2:2 ,3588309,2021-11-20,82,2021,2,2 
10,Win,2:0 ,3588381,2021-12-14,80,2021,2,0 
10,Lost,0:1 ,3588514,2022-03-04,167,2021,0,1 
10,equal,1:1 ,3588570,2022-04-02,79,2021,1,1 
10,equal,1:1 ,3588633,2022-04-30,44,2021,1,1 
10,equal,2:2 ,3588425,2022-01-16,65,2021,2,2 
65,Lost,1:3 ,3588219,2021-09-24,27,2021,1,3 
65,Lost,1:3 ,3588657,2022-05-07,16,2021,1,3 
65,Lost,1:4 ,3588615,2022-04-23,15,2021,1,4 
65,Lost,1:6 ,3588534,2022-03-13,23826,2021,1,6 
65,Win,1:0 ,3588354,2021-12-12,89,2021,1,0 
65,equal,0:0 ,3588552,2022-03-19,60,2021,0,0 
65,equal,1:1 ,3588498,2022-02-26,3,2021,1,1 
65,Win,2:1 ,3588444,2022-01-22,39,2021,2,1 
65,Lost,3:6 ,3588327,2021-11-27,533,2021,3,6 
65,Lost,0:2 ,3588588,2022-04-09,18,2021,0,2 
65,Lost,1:2 ,3588291,2021-11-07,24,2021,1,2 
65,Lost,0:2 ,3588183,2021-09-11,82,2021,0,2 
65,Lost,0:1 ,3588246,2021-10-16,80,2021,0,1 
65,equal,0:0 ,3588390,2021-12-18,167,2021,0,0 
65,equal,0:0 ,3588408,2022-01-08,79,2021,0,0 
65,Win,2:1 ,3588471,2022-02-12,44,2021,2,1 
65,equal,1:1 ,3588156,2021-08-21,10,2021,1,1 
